*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/pythia.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/410.bwaves-2097B.champsimtrace.xz
Heartbeat CPU  0 instructions:   43000003 cycles:   28095791 heartbeat IPC: 1.53058 cumulative IPC: 1.53048 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   28749298 heartbeat IPC: 1.53020 cumulative IPC: 1.53047 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   29402773 heartbeat IPC: 1.53028 cumulative IPC: 1.53047 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   30056189 heartbeat IPC: 1.53042 cumulative IPC: 1.53047 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   47000002 cycles:   30709644 heartbeat IPC: 1.53033 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   31363041 heartbeat IPC: 1.53046 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   32016479 heartbeat IPC: 1.53037 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   50000002 cycles:   32669914 heartbeat IPC: 1.53038 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   51000003 cycles:   33323275 heartbeat IPC: 1.53055 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   33976668 heartbeat IPC: 1.53047 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   34630066 heartbeat IPC: 1.53046 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   35283452 heartbeat IPC: 1.53049 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   35936812 heartbeat IPC: 1.53055 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   36590317 heartbeat IPC: 1.53021 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   57000002 cycles:   37243616 heartbeat IPC: 1.53070 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   37897079 heartbeat IPC: 1.53031 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   59000002 cycles:   38550331 heartbeat IPC: 1.53081 cumulative IPC: 1.53047 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   39203780 heartbeat IPC: 1.53034 cumulative IPC: 1.53046 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   61000002 cycles:   39857067 heartbeat IPC: 1.53072 cumulative IPC: 1.53047 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   40510286 heartbeat IPC: 1.53088 cumulative IPC: 1.53048 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   41163531 heartbeat IPC: 1.53082 cumulative IPC: 1.53048 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   41816797 heartbeat IPC: 1.53077 cumulative IPC: 1.53049 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   42470089 heartbeat IPC: 1.53071 cumulative IPC: 1.53049 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   43123406 heartbeat IPC: 1.53065 cumulative IPC: 1.53049 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   43776839 heartbeat IPC: 1.53038 cumulative IPC: 1.53049 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   44430098 heartbeat IPC: 1.53078 cumulative IPC: 1.53049 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:   69000002 cycles:   45083447 heartbeat IPC: 1.53058 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   45736743 heartbeat IPC: 1.53070 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   46390144 heartbeat IPC: 1.53045 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   47043505 heartbeat IPC: 1.53054 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   73000002 cycles:   47696881 heartbeat IPC: 1.53052 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   48350218 heartbeat IPC: 1.53060 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:   75000000 cycles:   49003585 heartbeat IPC: 1.53053 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   49656941 heartbeat IPC: 1.53056 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:   77000000 cycles:   50310323 heartbeat IPC: 1.53050 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   50963814 heartbeat IPC: 1.53024 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   51617232 heartbeat IPC: 1.53041 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   52270602 heartbeat IPC: 1.53053 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   52923968 heartbeat IPC: 1.53054 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   53577431 heartbeat IPC: 1.53031 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   54230667 heartbeat IPC: 1.53084 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   54883868 heartbeat IPC: 1.53092 cumulative IPC: 1.53050 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   55537179 heartbeat IPC: 1.53067 cumulative IPC: 1.53051 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   56190397 heartbeat IPC: 1.53088 cumulative IPC: 1.53051 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   56843708 heartbeat IPC: 1.53067 cumulative IPC: 1.53051 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   57496820 heartbeat IPC: 1.53113 cumulative IPC: 1.53052 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   58150178 heartbeat IPC: 1.53056 cumulative IPC: 1.53052 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   90000001 cycles:   58803456 heartbeat IPC: 1.53074 cumulative IPC: 1.53052 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   59456734 heartbeat IPC: 1.53074 cumulative IPC: 1.53052 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   60109935 heartbeat IPC: 1.53092 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:   93000002 cycles:   60763392 heartbeat IPC: 1.53033 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:   61416690 heartbeat IPC: 1.53069 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:   62070040 heartbeat IPC: 1.53057 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   62723359 heartbeat IPC: 1.53065 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   63376713 heartbeat IPC: 1.53057 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   64030151 heartbeat IPC: 1.53037 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:   99000001 cycles:   64683483 heartbeat IPC: 1.53062 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   65336893 heartbeat IPC: 1.53043 cumulative IPC: 1.53053 (Simulation time: 0 hr 4 min 31 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   65336907 (Simulation time: 0 hr 4 min 31 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   66182407 heartbeat IPC: 1.18271 cumulative IPC: 1.18273 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:   67034423 heartbeat IPC: 1.17368 cumulative IPC: 1.17819 (Simulation time: 0 hr 4 min 37 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:   67880128 heartbeat IPC: 1.18245 cumulative IPC: 1.17961 (Simulation time: 0 hr 4 min 40 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   68733570 heartbeat IPC: 1.17172 cumulative IPC: 1.17763 (Simulation time: 0 hr 4 min 43 sec) 
Heartbeat CPU  0 instructions:  105000000 cycles:   69581068 heartbeat IPC: 1.17994 cumulative IPC: 1.17809 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   70429445 heartbeat IPC: 1.17872 cumulative IPC: 1.17819 (Simulation time: 0 hr 4 min 50 sec) 
Heartbeat CPU  0 instructions:  107000000 cycles:   71275630 heartbeat IPC: 1.18177 cumulative IPC: 1.17870 (Simulation time: 0 hr 4 min 53 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   72123732 heartbeat IPC: 1.17910 cumulative IPC: 1.17875 (Simulation time: 0 hr 4 min 56 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   72967050 heartbeat IPC: 1.18579 cumulative IPC: 1.17953 (Simulation time: 0 hr 4 min 59 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   73816490 heartbeat IPC: 1.17725 cumulative IPC: 1.17930 (Simulation time: 0 hr 5 min 2 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:   74662350 heartbeat IPC: 1.18223 cumulative IPC: 1.17957 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   75511204 heartbeat IPC: 1.17806 cumulative IPC: 1.17944 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  113000002 cycles:   76360036 heartbeat IPC: 1.17809 cumulative IPC: 1.17934 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:   77210873 heartbeat IPC: 1.17531 cumulative IPC: 1.17905 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   78060641 heartbeat IPC: 1.17679 cumulative IPC: 1.17890 (Simulation time: 0 hr 5 min 17 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   78908562 heartbeat IPC: 1.17935 cumulative IPC: 1.17893 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:   79761020 heartbeat IPC: 1.17308 cumulative IPC: 1.17858 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:   80610897 heartbeat IPC: 1.17664 cumulative IPC: 1.17847 (Simulation time: 0 hr 5 min 27 sec) 
Heartbeat CPU  0 instructions:  119000003 cycles:   81456444 heartbeat IPC: 1.18267 cumulative IPC: 1.17869 (Simulation time: 0 hr 5 min 30 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   82301394 heartbeat IPC: 1.18350 cumulative IPC: 1.17893 (Simulation time: 0 hr 5 min 33 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:   83149958 heartbeat IPC: 1.17846 cumulative IPC: 1.17891 (Simulation time: 0 hr 5 min 36 sec) 
Heartbeat CPU  0 instructions:  122000003 cycles:   83997359 heartbeat IPC: 1.18008 cumulative IPC: 1.17896 (Simulation time: 0 hr 5 min 39 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:   84846485 heartbeat IPC: 1.17768 cumulative IPC: 1.17891 (Simulation time: 0 hr 5 min 42 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   85697375 heartbeat IPC: 1.17524 cumulative IPC: 1.17875 (Simulation time: 0 hr 5 min 45 sec) 
Heartbeat CPU  0 instructions:  125000000 cycles:   86550164 heartbeat IPC: 1.17262 cumulative IPC: 1.17851 (Simulation time: 0 hr 5 min 48 sec) 
Heartbeat CPU  0 instructions:  126000003 cycles:   87396109 heartbeat IPC: 1.18211 cumulative IPC: 1.17865 (Simulation time: 0 hr 5 min 52 sec) 
Heartbeat CPU  0 instructions:  127000001 cycles:   88244319 heartbeat IPC: 1.17895 cumulative IPC: 1.17866 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   89093982 heartbeat IPC: 1.17694 cumulative IPC: 1.17860 (Simulation time: 0 hr 5 min 58 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:   89943103 heartbeat IPC: 1.17769 cumulative IPC: 1.17857 (Simulation time: 0 hr 6 min 1 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:   90790754 heartbeat IPC: 1.17973 cumulative IPC: 1.17860 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  0 instructions:  131000002 cycles:   91633869 heartbeat IPC: 1.18608 cumulative IPC: 1.17884 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   92481022 heartbeat IPC: 1.18042 cumulative IPC: 1.17889 (Simulation time: 0 hr 6 min 10 sec) 
Heartbeat CPU  0 instructions:  133000002 cycles:   93329195 heartbeat IPC: 1.17901 cumulative IPC: 1.17890 (Simulation time: 0 hr 6 min 13 sec) 
